"","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2899","TRUE","TRUE","","  1 014 ","","1279-ET","Académie Lavalloise","5290, boul. des Laurentides","Laval","17 mai","11h30-13h30","La réceptionniste Mme Patrizia Chiovitt","","J'ai dû couper des tapis car les portes ne fermaient plus et aux extrémités car les tapis ont rallongés","","H7K 2J8","","","","","","","TRUE","TRUE","FALSE","FALSE","anthony.lacopo@academielavalloise.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","2839","FALSE","TRUE","FALSE","2899","TRUE","TRUE","","  910 ","","1315-ET","CPE Pierre-Boucher","1200 du Tremblay","Longueuil","29 avr.","11h30-12h30","Valérie","À FAIRE, LE CLIENT A DEMANDÉ LE SERVICE À L'ACHAT DE CES TAPIS","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","Jacynthe.Dagenais@cpepierreboucher.com","","","","","","","","","","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","2839","FALSE","TRUE","FALSE","2899","TRUE","TRUE","16","  734 ","","1315-ET","CPE Pierre-Boucher","1450 Curé-Poirier E","Longueuil","29 avr.","13h-14h","Christine Moranville","","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","Jacynthe.Dagenais@cpepierreboucher.com","","","","","","","","","","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","2839","FALSE","TRUE","FALSE","2899","TRUE","TRUE","12","  754 ","","1315-ET","CPE Pierre-Boucher","2070 rue Marie-Victorin","Longueuil","29 avr.","14h30-15h30","Philippe Tremblay","","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","Jacynthe.Dagenais@cpepierreboucher.com","","","","","","","","","","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2821","FALSE","TRUE","TRUE","2899","TRUE","TRUE","","  1 569 ","","0869-ET ","Le William","1811, rue William","Montréal","3 avril","11-13h30","Peser sur 02336 et cliquer sur le téléphone vert/ Le code des cadenas menant au toit – 1751 / Boîte à clé au sous les boîtes aux lettres du 1811 William - Code 915 et 9915 / Lundi au vendredi 8:30 à 13h - Sylvianne Caron (514) 503-4592 - Ne pas donner ce numéro aux copropriétaires - Durant l'été, Sylvianne est présente de 6:00 à 13h00 / Week-ends: 8:00 à 15:00 - Slavic weekend : 514-473-0369","à faire","","Jennifer Allen       438 523-3687","H3J 1R5","FALSE","","2","2","","","TRUE","FALSE","FALSE","FALSE","antoine.portelance@solutioncondo.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","2821","FALSE","TRUE","TRUE","2899","TRUE","TRUE","","  630 ","","1283-ET","SDC La Tannerie","680 de Courcelle","Montréal","3 avril","15h","Jerry Climan","","","","","","","","","","","TRUE","TRUE","FALSE","FALSE","administration@lefite.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2899","TRUE","TRUE","","347","832","1284-ET","Esplanade Cartier Phase 1","2120, rue Ste-Catherine Est","Montréal","10 avril","11-13h30","Sebastien Righi 438-520-7582","","Manque moulures ascenseurs   ok PAYÉ    code d'acces 2379 boîte du 2120 celle du bas","Aucun accès.  Très compliqué en travaux toute le tour de l'immeuble.  Laisser le tapis de l'entrée du gyn sur place ***FAIRE LES PLANS PARCE QUE CE N'EST PAS NOUS QUI AVONS INSTALLÉ LES TAPIS EN CARREAUX*** 347pc en rouleau + 832 en carreaux","H2K 0C4","FALSE","","","","","","TRUE","TRUE","FALSE","FALSE","sebastien.righi@solutioncondo.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2899","TRUE","TRUE","","234","760","1285-ET","Esplanade Cartier Phase 2","2180, rue Ste-Catherine Est","Montréal","10 avril","13h30-16h","Sebastien Righi 438-520-7582","","ok PAYÉ    code d'acces 8040 boîte du 2180 celle du bas","Laisser le tapis de l'entrée du gyn sur place ***FAIRE LES PLANS PARCE QUE CE N'EST PAS NOUS QUI AVONS INSTALLÉ LES TAPIS EN CARREAUX*** 234pc en rouleau + 760 en carreaux","H2K 0C4","FALSE","","","","","","TRUE","TRUE","FALSE","FALSE","sebastien.righi@solutioncondo.com","deloitte","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2899","TRUE","TRUE","","  1 325 ","","1061-ET","6000 Deacon","6000 ch. Deacon","Montréal","11 avril","15h30-17h","Contact : François Théoret","","Manque moulure ascenseur x 7","","H3S 2T9","","","","","","","TRUE","TRUE","FALSE","FALSE","info@6000deacon.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2899","TRUE","TRUE","","  702 ","","1159-ET","M9 - Phase 4","888 rue Wellington ","Montréal","12 avril","12-13h","Camila Machado (514) 312-1442","","","Pour ce qui concerne le stationnement je vous suggère que vos techniciens ce gare devant le 71 rue Duke. Nous allons les faire passer par le garage pour facilité votre travail.","H3C 1N9","FALSE","","2","2","","","TRUE","FALSE","FALSE","FALSE","dmac@gestior.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2899","TRUE","TRUE","","  779 ","","1206-ET","TMX   Toujours après 17h","1115, St-Antoine , 17e et 18e étages","Montréal","13 avril","11-12h","","","Paul André Rivest qui assurait la coordination ne pourra plus le faire. Je serai votre point de contact pour le moment Soh Seppowo Martin Gabriel","TOUJOURS APRÈS 17H","","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","karine.despins@tmx.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2838","FALSE","TRUE","TRUE","2899","TRUE","TRUE","458,5","  4 128 ","","1180-ET","Allied - Viger","425, Viger Ouest","Montréal","22 avril","17-21h","","","Client veut soumission pour 6 tapis d'ascenseur et logo","","H2Y 3Y7","FALSE","","2","5","","","TRUE","TRUE","FALSE","FALSE","dmartos@alliedreit.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
"","","FALSE","FALSE","","FALSE","FALSE","FALSE","","FALSE","FALSE","","  918 ","","","Le Château","1321 rue Sherbrooke O","Montréal","","","petit , trouble ","","","","","FALSE","FALSE","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2840","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  1 981 ","","1068-ET","Banque de Montréal","129 St-Jacques O","Montréal","3 mai","11-16h","Vincent Blais 514-877-9512","","Manque devant ascenseurs entrée 105 st-jacques et tapis #5 qui manquait aussi l'an passé - Pas pu installer le tapis de l'ascenseur #2 car hors d'usage       INSTALLATION AVEC FROG TAPE ","","H2Y 1L6","FALSE","","2","5","","","TRUE","FALSE","FALSE","FALSE","Vincent.Blais@bgis.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","2849","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  1 628 ","","1184-ET","Le Savignon","3111, rue Victoria","Lachine","10 mai","8h15-10h45","Richard Parker","","5 oct 23 : Seul les sorties d'urgence ont pu être installés car le plancher était plein de savon et il y a avait un évènement à la réception. Tapis laissés au garage intérieur _ Prévoir moulures il en manque beaucoup _ Manque tapis ascenseur 1,3,5 _ Tapis #11 (devant les ascenseur) non installés car la directrice générale à vu une grosse tache ronde, je lui ai montré que c'est de l'usure.","Philippe Croteau 514-634-4646","H8S 0B1","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","cse@lesavignon.com","","","FALSE","FALSE","TRUE","","Facturer 3900PC","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2880","FALSE","TRUE","FALSE","2912","TRUE","TRUE","","  1 241 ","","0957-ET","Complexe Louis-R. Renaud","2905, place Louis-R. renaud","Laval","21 mai","7h30","Guylaine Pomerleau 450-781-4666 x 2360","","","","","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","gpomerleau@alcovicapital.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2840","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  860 ","","1069-ET","Édifice 105 St-Jacques O","105, St-Jacques O","Montréal","3 mai","11-16h","Vincent Blais 514-877-9512","","","","H2Y 1L6","FALSE","","2","1","","","TRUE","FALSE","FALSE","FALSE","Vincent.Blais@bgis.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2840","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  2 126 ","","1070-ET","BMO","119, St- Jacques O","Montréal","3 mai","11-16h","Vincent Blais 514-877-9512","","","","H2Y 1L6","FALSE","","2","3","","","TRUE","FALSE","FALSE","FALSE","Vincent.Blais@bgis.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  759 ","","1166-ET","Northcrest - SDC6300 ","6300 rue Northcrest","Outremont","11 avril","13h30-15h","M Paul","Tapis permanent à changer courriel envoyé 11 avril","","entretien@syndicatnorthcrest.ca     Paul 514-773-4660","H3S 2W3","FALSE","","2","1","","","TRUE","TRUE","FALSE","FALSE","gestionnaire@syndicatnorthcrest.ca","","","FALSE","FALSE","TRUE","","","","","","","","","","","","","","","",""
"Édifice","","FALSE","FALSE","2838","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  918 ","","1175-ET","Allied - Atlantic","400, rue Atlantic","Montréal","22 avril","14-15h","Luis Tampan---514-206-7118"," Tapis à jeter "," Tapis du café laissés sur place, il n'y a plus de restaurant. "," 918 ou 1601 ","H2V 1A5","FALSE","","2","1","","","TRUE","FALSE","FALSE","FALSE","lbeaulieu@alliedreit.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","2838","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  1 520 ","","0960-ET","Résidence Station Est","4800 rue Contrecoeur, Montréal","Montréal","25 avril","12h30-14h30","Danny Leblond 438-396-7356","","","","","FALSE","","2","3","","","TRUE","TRUE","FALSE","FALSE","cse@residencestationest.com","","","","","","","","","","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2838","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  3 418 ","","1274-ET","1010 Sherbrooke O.","1010, rue Sherbrooke Ouest","Montréal","26 avr.","17-21h","Antonio Monteiro que vous pouvez joindre au 514.712.0022; et moi-même joignable au 514.664.1237. Nous sommes présents sur place du Lundi au Vendredi de 7h à 17h.","","Pas pu installer ascenseur 9 hors d'usage","","H3A 2R7","","","","","","","TRUE","FALSE","FALSE","FALSE","dercolano@alliedreit.com,amonteiro@alliedreit.com ","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2830","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  891 ","","1181-ET","Ville de Montréal","3705, rue Saint-Patrick","Montréal","18 avril","15h30-17h","Jean-Marc Ouellet","","","À FAIRE ENTRE LE 17 ET 28 AVRIL","H4E 1A1","FALSE","","2","2","","","TRUE","FALSE","FALSE","FALSE","jean-marc.ouellet@montreal.ca; marc-andre.lecuyer@montreal.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","2839","FALSE","TRUE","TRUE","2912","TRUE","TRUE","9,5","  755 ","","1276-ET","SDC 1800 Angrignon","1800 Angrignon","Montréal","2 mai","14h30-15h30","","","","Vous pouvez avoir accès à un stationnement extérieur","H8N 0B8","","","","","","","TRUE","TRUE","FALSE","FALSE","minacio@immoplex.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2840","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","12419","","1273-ET","Complexe Guy Favreau","200, René-Levesque O","Montréal","4 mai","11h-21h ","laeticia.kabambi@bgis.com
 /  bureau de sécurité qui vous donnera vos accès","","6 déc : 1er déc : 4,5 bte moulures Étages 12,11 et 9 - 5 b moulures  / 30 nov : 4.5 boîtes de moulures. Étages, 4 , 5,6 et moulures d'étage 2 et 3  /29 nov : tour Est étages 2 et 3 MANQUE MOULURES CONTOUR / 15 nov : Tour ouest 5 étages de fait / Tous les ascenseurs sont fait sauf #1 tour EST , elle est en panne, reste 4 étages à faire.  Reste tour est à faire / 5 boîtes de moulures / 13 nov : 4h – 2 per – 8 tapes RDC 1+2   ***cube ***","Pc a été changer dû au reno , le total + Aussi calculé le PC des tapis ajouté au RDC 2 Tour","H2Z 1X4","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","Tristan.Comtois@bgis.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2849","FALSE","TRUE","FALSE","2912","TRUE","TRUE","37","  898 ","","1323-ET","Bibliotheque Maisonneuve","4120, Ontario Est","Montréal","6 mai","9-10h","Marie-Eve Leprohon","À FAIRE EN AVANT-MIDI LA BIBLIOTHÈQUE OUVRE À 12H","","","","FALSE","FALSE","","","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","marie-eve.leprohon@montreal.ca","","","","","","","","","","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2849","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  600 ","","0908-ET","Tours Frontenac","1850, rue Bercy","Montréal","6 mai","7h30-9h","Giovanni Santopietro ou 514 823 0335 ou sur place Mario Beauchesne","","","responsable Giovanni Santopietro ou 514 823 0335 ou sur place Mario Beauchesne, Oui accés a un stationnement sur la terrasse ou a l`interior du garage / Aimerait début avril","H2K 1X3","FALSE","","1","2","","","TRUE","TRUE","FALSE","FALSE","gsantopietro@g3p.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","2849","FALSE","TRUE","TRUE","2912","TRUE","TRUE","219,8","  2 335 ","","0955-ET","Résidence LE22","4400, rue Jean-Talon Est","Montréal","6 mai","10h-12h30","Benoit Arsenault (514) 372-3838 ou Daniel Dodd","","Manque tapis #10, gros tapis beige sans nom à l'entrepôt. Attendre avant de planifier l'installation, le client va appeler solatech car nous n'allons peut-être pas installer..le tapis est très usé et nuis au personnel de la cuisine","Si camion pas trop gros, possibilité d’une place a l’intérieur sinon, devant la Résidence.  -  Michel Joncas 514-372-3838","H1S 0C5","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","cse@residencele22.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2880","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  778 ","","1263-ET","TAK phase 1","4820, 4e Avenue","Montréal","24 mai","7h30-8h30","Code boite à clé fournisseur : 2308","","","et tak 1 950 Pc ???? Courriel Guylaine 8 mai 23 : 778pc","H1Y 2T8","FALSE","","","6","","","TRUE","FALSE","FALSE","FALSE","quentin.plachta@solutioncondo.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2880","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  420 ","","1197-ET","CPE Coeur de l'Île","2830, rue Gilford","Montréal","24 mai","8h30-9h30","Madame Maryse Houle.","","","LAISSEZ LE TAPIS DE L'ENTRÉE PRINCIPALE SUR PLACE ***PRENDRE LES MESURES POUR  L'AJOUT D'UN TAPIS À LA POUPONIIÈRE ET L'ENTRÉE EXT. ARRIÈRE.  À faire pour l'automne prochain","H1Y 3N2","FALSE","","2","1","","","TRUE","TRUE","FALSE","FALSE","craymond@cpeile.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2880","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  526 ","","1247-ET","TAK Phase 6 ","4801, 2e avenue","Montréal","24 mai","9h45-10h45","Code boite à clé fournisseur : 2308","","","","","FALSE","","","","","","TRUE","FALSE","FALSE","FALSE","quentin.plachta@solutioncondo.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Commerce","","TRUE","FALSE","2880","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  282 ","","1207-ET","Uvée- Optométriste de Quartier","1668, rue Laurier Est","Montréal","24 mai","11h-12h","Steven Sutton le responsable sur place - Alex-Anne Harvey  514-521-1515","","","pas de stationnment assigné","H2J 1J2","FALSE","","1","1","","","TRUE","FALSE","FALSE","FALSE","alex-anne.harvey@uvee.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","2839","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  341 ","","1287-ET","Édifice à bureaux (Expos)","2265, Fernand-Lafontaine","Longueuil","29 avril","16h45-17h30","Gilbert Côté 514-800-7746 p 228","","","","J4G 2R8","","","","","","","TRUE","TRUE","FALSE","FALSE","gcote@prio.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2849","FALSE","TRUE","TRUE","2912","TRUE","TRUE","20","  535 ","","1003-ET","Promenade du Parc","1920, rue Adoncour","Longueuil","9 mai","13h15-14h15","Régent Nadeau au #219, 450-647-6607.","","Il manque un tapis d’hiver du côté sud de l’immeuble","Le stationnement est disponible en face des portes principales de l’immeuble","J4N 1T4","FALSE","","2","1","","","TRUE","TRUE","FALSE","FALSE","lpepin@laucandrique.ca","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","FALSE","FALSE","2857","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  796 ","","1205-ET","Ordre des dentistes du Québec - suite 1640","800, René Levesque O","Montreal","16 mai","15h-16h","Viviane Coudsi, c’est notre réceptionniste.","","Repositionnement tapis fait","Nouvelle configuration à l'automne, à revoir -  _ omis d’enlever ceux qui se situent au 1645, Fonds d’assurance-responsabilité pour l’Ordre des dentistes du Québec. Marie-Eve Lapointe 514-875-8511 #2326","H3B 1X9","FALSE","","2","2","","","TRUE","TRUE","FALSE","FALSE","marie-eve.lapointe@odq.qc.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  460 ","","1290-ET","Coop Montagne verte ","1285, St-Jacques","Montreal","16 mai","14h-15h","contact est Gilles Duhamel au 514-765-8921","Ils ont oublié ceux du Sous-sol a la sortie des ascenseurs près du garage","","","","","","","","","","TRUE","FALSE","FALSE","FALSE","entretien@coopmontagneverte.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2821","FALSE","TRUE","FALSE","2912","TRUE","TRUE","","1036","","1304-ET","Clinique Quatuor MD - 27e étage","800 rue du Square Victoria","Montréal","13 mars","","Geneviève Grenier","","","","","FALSE","FALSE","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","","","","","","","","","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2912","TRUE","TRUE","16","  528 ","","1243-ET","Allied Properties","755, rue Berri","Montréal","13 mai","15h30-16h30"," Nick Prockow – 514 895 7584","","","","H2Y 3Y7","FALSE","","","5","","","TRUE","FALSE","FALSE","FALSE","dercolano@alliedreit.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2912","TRUE","TRUE","","  314 ","","1282-ET","Transition Centre-Sud","1819, boul. Rosemont","Montréal","15 mai","","Nathalie Daniel ou au bureau d’accueil Elizabeth ou Victor","JE NE PEUX PAS ROMPRE LE SERVICE D'ENTRETIEN PARCE  CE CLIENT","","","H2G 1S5","","","","","","","FALSE","FALSE","FALSE","FALSE","jdeslauriers@transitioncentresud.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2912","TRUE","TRUE","38,4","  1 035 ","","0970-ET","Les Jardins Windsor","651, rue de la Montagne","Montréal","16 mai","11-12h30","Contact sur place M ALAN AU 514-973-4833","","","","H3C 0G2","FALSE","","2","2","","","TRUE","FALSE","FALSE","FALSE","gestionmtl4@gestactif.com; guy.gervais@gmail.com","","","FALSE","FALSE","FALSE","INSTALLATION DE MOULURES","","","FALSE","","","","","","","","","","","",""
"","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2912","TRUE","TRUE","46,5","  662 ","","1292-ET","Héritage du Plateau","310, rue Rachel Est","Montréal","15 mai","12h45","Chantal Pelletier (514) 812-8946 ou Jill Da Silva (438) 928-9177.","1 ascenceur pas fait réparation depuis longtemps","29 nov : Aucun des tapis d'ascenseur n'est fait pour cet endroit,  à été fait s neuf l'an passé,  à peut-être été utilisé ailleurs. 
****Ne pas y retourner avec la remorque,  impossible de se stationner même en double sans bloquer la circulation ****  Un tapis d'ascenseur manquant"," Chantal Pelletier","H2W 0A1","","","","","","","TRUE","TRUE","FALSE","FALSE","dg@heritageplateau.com;maintenance@heritageplateau.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  1 439 ","","1196-ET","SDC La chancellerie du Vieux-Montréal","460, rue du Champ de Mars","Montréal","16 mai","8h30-10h30","Yoandy concierge  450-806-6682 boite à clé au 460 : 2140","","","Code de la boîte à clés 2140 autre boite 5286","H2Y 1B4","FALSE","","2","4","","","TRUE","FALSE","FALSE","FALSE","gnuckle@lecsor.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  426 ","","1202-ET","SDC Alinéa","10011 boul. Pie IX","Montréal","17 mai","9h45-10h45","Aimé 514-265-8196","","Vous pouvez contacter l’intendant au 514-265-8196 du lundi au vendredi et il est présent à l’immeuble de 8h à 15h. S’il y a quoi que ce soit, veuillez me contacter : Jennifer au 438-523-3687","","H1H 3Z3","FALSE","","2","1","","","TRUE","FALSE","FALSE","FALSE","daniela.ndao@solutioncondo.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  4 425 ","","1183-ET","Gare Windsor","1100 av Des canadiens ","Montreal ","12 avril","15-21h","Simon Paquet","","bureaux du 3ieme et 4ieme  de la gare Windsor nous n'avons pas pu les installer,  aucun agent de sécurité disponible pour nous   Manque ascenseur #4. Petit très usé  - Devant les portes du lobby du 1160 Avenue-des-canadiens-de-Montréal / les poches d'air empêchent les portes d'ouvrir et accroche, ce qui fait que le tapis ne va pas durer longtemps / dans la cabine d'ascenseur no.6, le tapis n'a pas été installé - 900 peel manque tapis #2 / Complété sauf intérieur bureau 910 peel 3ieme et 4ieme étage,  pas de gardien disponible.  ","(4510pc réinstallation) CRÉDIT NC-10 - 85pc de moins niveau 1 jamais installé  910 peel ASCENSEUR 6 Hors d'usage,  pas pu retirer le tapis","","FALSE","","2","6","","","TRUE","FALSE","FALSE","FALSE","simon.paquet@cadillacfairview.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  9 088 ","","1182-ET","Tour Deloitte","1115 St-Antoine ","Montréal ","13 avril","12-21h","Simon Paquet","","***Reste à installer tapis #51, 52 et 53 qui doivent être coupés par Dominic dû au nouveau kiosque de restauration. Et reste insertion #84 à installer ****","","","FALSE","","4","8","","","TRUE","FALSE","FALSE","FALSE","simon.paquet@cadillacfairview.com","","","FALSE","FALSE","FALSE","","","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2821","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  2 095 ","","0812-ET","LE Sanctuaire,  phase 4","6111, du Boisé","Outremont","5 avril","14h-17h","Chantale Degranpré / Michaël mon surintendant","","","stationnement pour les entrepreneurs/visiteurs : Aimerait à la mi-avril soit un mercredi ou un jeudi.","H3S 1P1","FALSE","","2","3","","","TRUE","TRUE","FALSE","FALSE","6111duboise@hotmail.ca","","","FALSE","FALSE","TRUE","","Manque tapis sous sol jamais Réins depuis 2 ans ","","FALSE","","","","","","","","","","","",""
"Condo","","TRUE","FALSE","2829","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  1 315 ","","1165-ET","Northcrest - SDC6301","6301 rue Northcrest","Outremont","11 avril","11h30-13h30","M Paul","Tapis permanent à changer courriel envoyé 11 avril   Installer les tapis de pluie","Ascenseur LM pas installé, hors fonction tapis laisser sur place  FAIT","entretien@syndicatnorthcrest.ca     Paul 514-773-4660","H3S 2W3","FALSE","","2","2","","","TRUE","TRUE","FALSE","FALSE","gestionnaire@syndicatnorthcrest.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Résidences","","TRUE","FALSE","2880","FALSE","TRUE","TRUE","2913","TRUE","TRUE","57","  2 333 ","","0982-ET","L'Image d'Outremont","1040, ave Rockland","Outremont","20 mai","7h30-10h30","Dominic Boulanger 514-216-9804","","**Manque tapis asc3, était inexistant l'année passée, cliente veut en avoir un****","PRENDRE NOTE QUE LES TAPIS D'ASCENSEUR N'ONT JAMAIS ÉTÉ INSTALLÉS, NE PAS LES OUBLIÉS À L'AUTOMNE Jean-Claude Laporte 514-948-1040 - Stationnement portes central","H2V 3A1","FALSE","","2","3","","","TRUE","FALSE","FALSE","FALSE","cse@limagedoutremont.com","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2880","FALSE","TRUE","TRUE","2913","TRUE","TRUE","","  1 344 ","","0966-ET","950 Beaumont","950, rue Beaumont","Outremont","20 mai","14h30-17h","Ricardo 514 244 6288","2e étage portes barrées - contact dit de les laisser là - va appeler si changement","","","H3N 1V5","FALSE","","2","3","","","TRUE","FALSE","FALSE","FALSE","Carole Castilloux <ccastilloux@alcovicapital.com>","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
"Édifice","","TRUE","FALSE","2857","FALSE","TRUE","TRUE","2913","TRUE","TRUE","41,9","  538 ","","1138-ET","Carmichael","3822, ave de Courtrai","Outremont","13 mai","10h30-11h30","Barry Fahey","If there is no choice we will take the 13th of May but not happily. We had originally requested that they be removed mid April every year.","A la demande du client nous avons remplacé les moulures","FAire attention à la réinstallation ces moulures sont bombées.","H3S 1C1","FALSE","","2","2","","","TRUE","TRUE","FALSE","FALSE","bfahey@carmichael-eng.ca","","","FALSE","FALSE","TRUE","","","","FALSE","","","","","","","","","","","",""
